"Station Name","Date","Ammonia Nitrogen","Biochemical Oxygen Demand","Cadmium","Calcium","Chromium","Conductivity","Copper","Dissolved Oxygen","Dissolved Oxygen Saturation","E Coli","Fecal Coliform","Fluoride","Gage height","Hardness","Lead","Magnesium","Nitrate + Nitrite as N","Organic Carbon","pH","Temperature","Total Kjeldahl Nitrogen","Total Phosphorus","Total Suspended Solids","Turbidity","Zinc"
"CC2.5CC",NA,0.0633333333333333,2.68333333333333,0.0914166666666667,20496.6666666667,0.298375,278.736363636364,2.48739130434783,6.86363636363636,63.7272727272727,NA,2677.5,0.1125,0.610909090909091,75.3,0.333875,5844.16666666667,0.126666666666667,NA,7.14545454545455,13.9,0.584166666666667,0.0941666666666667,8.725,16.2545454545455,4.81217391304348
"EL1.9EC",NA,0.214545454545455,2.89090909090909,0.0713181818181818,17563.6363636364,0.360454545454546,369.090909090909,3.32818181818182,7.54545454545454,76.5454545454545,3950.56666666667,8139.09090909091,0.329090909090909,NA,60.9,0.762363636363636,4143.63636363636,1.04181818181818,8.28071428571429,7.48181818181818,16.8,1.27272727272727,0.169090909090909,17.1363636363636,23.7,16.0604545454545
"EL5.5GC",NA,0.0538461538461538,3.3,0.0701538461538462,20423.0769230769,0.612269230769231,237.181818181818,5.19653846153846,8.31818181818182,78.1818181818182,NA,10833.8461538462,0.127692307692308,NA,68.7230769230769,1.73692307692308,4314.61538461538,0.208461538461538,NA,7.34545454545455,14.3454545454545,0.729230769230769,0.216153846153846,34.3538461538462,39.4454545454545,11.6803846153846
"EL7.1EC",NA,0.0407692307692308,2.65384615384615,0.0981923076923077,14876.9230769231,0.437884615384615,213.363636363636,3.12884615384615,7.95454545454545,75.7272727272727,NA,4911.84615384615,0.0992307692307692,NA,57.4,0.441538461538461,4916.92307692308,0.104615384615385,6.765,7.35454545454545,14.5909090909091,0.556153846153846,0.118461538461538,9.08461538461538,26.4272727272727,7.43384615384615
"EL7.1SEC",NA,0.0423076923076923,3.06153846153846,0.0862307692307692,21692.3076923077,0.387461538461538,276.090909090909,5.94230769230769,7.7,73.0909090909091,2006.83333333333,11091.8461538462,0.12,NA,75.0846153846154,1.39080769230769,5084.61538461538,0.317692307692308,5.79,7.47272727272727,14.6545454545455,0.571538461538462,0.13,10.4923076923077,17.9463636363636,18.4423076923077
"EL8.6SECUT",NA,0.113076923076923,2.82307692307692,0.0696923076923077,33599.2307692308,0.504538461538461,492.818181818182,12.605,8.77272727272727,87.1818181818182,726.6,4743.76923076923,0.392307692307692,NA,115.669230769231,0.777076923076923,7723.07692307692,0.722307692307692,NA,7.58181818181818,15.6727272727273,0.772307692307692,0.327692307692308,7.53076923076923,6.66363636363636,155.257692307692
"EN10.3WC",NA,0.0438461538461538,2.36153846153846,0.0705,17720.7692307692,0.235961538461538,210.636363636364,1.92196153846154,6.62,61.9,NA,1653.09090909091,0.0707692307692308,NA,77.5230769230769,0.214115384615385,8090,0.102307692307692,NA,7.28181818181818,13.7545454545455,0.501818181818182,0.0961538461538462,7.3,12.0545454545455,3.02038461538462
"EN13.3ER",NA,0.0323076923076923,2.01538461538462,0.069,15443.8461538462,0.0773846153846154,120.363636363636,0.896192307692308,8.77,85.5,NA,166.25,0.0792307692307692,NA,51.6384615384615,0.128730769230769,3171.53846153846,0.184615384615385,NA,7.5,15.1454545454545,0.308,0.0469230769230769,3.09230769230769,6.41818181818182,2.68
"EN4.9ER",NA,0.0327272727272727,2.03636363636364,0.0892272727272727,9490,0.131045454545455,127.636363636364,1.00777272727273,8.69,85.4,NA,298.8,0.143636363636364,NA,40.2454545454545,0.164045454545455,4023.63636363636,0.143636363636364,NA,7.55454545454545,15.4636363636364,0.352222222222222,0.0554545454545455,4.9,16.5636363636364,2.68
"EN8.9ER",NA,0.0315384615384615,2.03846153846154,0.122269230769231,9096.15384615385,0.136423076923077,124.181818181818,0.952692307692308,9.39,93,63.9,215.333333333333,0.0746153846153846,NA,36.2307692307692,0.177461538461538,3280.76923076923,0.163846153846154,3.995,7.7,15.4,0.320909090909091,0.05,4.82307692307692,6.4,2.68
"LC1.1LC",NA,0.0375,2.50833333333333,0.069,20255.8333333333,0.933958333333333,226.181818181818,3.753125,9.22727272727273,86.7272727272727,NA,5216.33333333333,0.145833333333333,5.71333333333333,73.575,1.00691666666667,5591.66666666667,0.113333333333333,NA,7.5,13.9818181818182,0.509166666666667,0.3025,54.2416666666667,159.081818181818,5.76583333333333
"LC2.0RBC",NA,0.037,2.39,0.10005,15151,0.25075,171.777777777778,1.33565,8.16666666666667,75.8888888888889,NA,1650.8,0.087,NA,54.08,0.27025,3933,0.079,NA,7.13333333333333,13.3444444444444,0.697,0.146,9.72,18.1666666666667,2.919
"LL3.4LLC",NA,0.05,2.275,0.087375,18425,0.362791666666667,202.909090909091,3.13866666666667,7.02,66,NA,2565.18181818182,0.105833333333333,NA,66.6666666666667,0.499541666666667,5011.66666666667,0.126666666666667,NA,7.27272727272727,13.9,0.611,0.146666666666667,17.8416666666667,23.1636363636364,3.44041666666667
"LL4.6LLT2",NA,0.0375,2.375,0.069,27583.3333333333,0.363041666666667,288.636363636364,2.85833333333333,7.46,70.3,NA,3045.27272727273,0.139166666666667,NA,96.575,0.310875,6730,0.1275,NA,7.45454545454546,13.8727272727273,0.541111111111111,0.143333333333333,18.275,21.9636363636364,3.21875
"LR9.6LR",NA,0.03,2.01538461538462,0.0830384615384615,8127.69230769231,0.0972692307692308,98.5363636363636,0.855115384615385,9.78,94.7,NA,242.25,0.0646153846153846,NA,33.9538461538462,0.146269230769231,3313.84615384615,0.196153846153846,NA,7.69090909090909,14.2909090909091,0.326363636363636,0.0646153846153846,4.28461538461538,8.77272727272727,2.68
"NE0.0NE",NA,0.0533333333333333,2.09166666666667,0.106791666666667,16916.6666666667,0.393041666666667,216.463636363636,4.77041666666667,6.60909090909091,60.8181818181818,NA,1994.08333333333,0.103333333333333,NA,64.8916666666667,0.391458333333333,5497.5,0.0816666666666667,NA,7.2,13.6090909090909,0.6075,0.0775,17.2583333333333,36.1454545454545,3.95625
"NE1.2NE",NA,0.0641666666666667,2.44166666666667,0.101958333333333,17155,0.49075,231.336363636364,6.33375,5.7,54.3636363636364,NA,7101.5,0.11,NA,68.3166666666667,0.498791666666667,6195,0.120833333333333,NA,7.24545454545455,13.9909090909091,0.584166666666667,0.119166666666667,26.1583333333333,28.6818181818182,5.73791666666667
"NE2.2NP",NA,0.161666666666667,2.48333333333333,0.119666666666667,16797.5,0.333833333333333,220.563636363636,2.60016666666667,4.99090909090909,45.2727272727273,NA,5745.66666666667,0.0891666666666667,1.00181818181818,68.375,0.311208333333333,6429.16666666667,0.134166666666667,NA,7.19090909090909,12.7363636363636,0.8875,0.0975,10.9666666666667,20.0727272727273,3.75416666666667
"NH0.0NHC",NA,0.0416666666666667,2.14166666666667,0.105875,14192.5,0.463375,171.454545454545,1.5925652173913,7.6,71.0909090909091,NA,2054,0.0775,NA,52.4583333333333,0.399875,4138.33333333333,0.130833333333333,NA,7.25454545454545,14.4272727272727,0.444166666666667,0.0716666666666667,10.0181818181818,13.9727272727273,4.14086956521739
"NH1.0SC",NA,0.0623076923076923,2.18461538461538,0.103653846153846,21523.0769230769,0.313038461538462,294.818181818182,2.4012,9.08181818181818,84.0909090909091,NA,2353.92307692308,0.127692307692308,0.8,76.0153846153846,0.53,5396.92307692308,0.168461538461538,NA,7.36363636363636,13.8090909090909,0.531538461538462,0.0723076923076923,10.5,12.4545454545455,4.6064
"NH2.3MC",NA,0.0333333333333333,2.06666666666667,0.122791666666667,11353.3333333333,0.282958333333333,139.709090909091,1.30239130434783,8.73636363636364,79.2727272727273,NA,1112.58333333333,0.0708333333333333,0.71,49,0.195291666666667,5017.5,0.188333333333333,NA,7.37272727272727,13.2272727272727,0.366666666666667,0.0372727272727273,4.825,9.12727272727273,3.02541666666667
"NH3.0NHC",NA,0.0323076923076923,2,0.1245,11600.7692307692,0.166923076923077,149.3,1.06016666666667,8.86363636363636,81.1818181818182,NA,349.538461538462,0.0607692307692308,NA,45.9461538461538,0.182153846153846,4115.38461538462,0.0815384615384615,NA,7.43636363636364,13.7454545454545,0.276153846153846,0.0266666666666667,6.48461538461538,7.38181818181818,2.846
"NH3.3SC",NA,0.0592307692307692,2.2,0.0927692307692308,23326.1538461538,0.161730769230769,328.181818181818,2.7456,7.96363636363636,72.7272727272727,141,2148.30769230769,0.140769230769231,NA,82.5692307692308,0.289269230769231,5904.61538461538,0.187692307692308,5.41923076923077,7.3,13.6454545454545,0.513846153846154,0.065,4.72307692307692,7.06363636363636,6.74730769230769
"NH4.4SCTD",NA,0.0946153846153846,2.17692307692308,0.1175,27640,0.129384615384615,358.545454545455,2.4696,6.32727272727273,58.1818181818182,NA,1311.15384615385,0.164615384615385,1.26,96.6230769230769,0.386923076923077,6725.38461538462,0.200769230769231,NA,7.06363636363636,13.9909090909091,0.565384615384615,0.147692307692308,8.33076923076923,14.8636363636364,19.0038461538462
"PN1.9PN",NA,0.0608333333333333,2.325,0.0750833333333333,12598.3333333333,0.906291666666667,157,2.62295833333333,7.52,70.5,NA,2083,0.1075,NA,52.85,0.977583333333333,5190,0.2325,NA,7.23636363636364,13.7727272727273,0.576,0.1825,35.7583333333333,74.5545454545454,6.02625
"SI1.6SIC",NA,0.0408333333333333,2.96666666666667,0.069,12288.3333333333,0.272125,198.181818181818,18.23,8.3,79.6363636363636,NA,3136.33333333333,0.0983333333333333,NA,45.275,0.401833333333333,3543.33333333333,0.085,NA,7.21818181818182,15.2363636363636,0.709166666666667,0.105833333333333,13.5916666666667,20.6818181818182,7.05458333333333
"TF1.0TC",NA,0.0508333333333333,2.08333333333333,0.069125,19911.6666666667,0.366583333333333,243.636363636364,3.48916666666667,8.13636363636364,76.2727272727273,879.714285714286,5288.83333333333,0.154166666666667,NA,70.9333333333333,0.746166666666667,5158.33333333333,0.185833333333333,7.4025,7.40909090909091,13.3545454545455,0.605,0.146666666666667,10.075,20.1636363636364,4.86583333333333
"TF3.4TC",NA,0.0991666666666667,2.16666666666667,0.0849166666666667,24758.3333333333,0.330166666666667,299.727272727273,3.47916666666667,8.78181818181818,80.7272727272727,NA,5084.16666666667,0.193333333333333,NA,86.0583333333333,0.805208333333333,5895.83333333333,0.264166666666667,NA,7.44545454545455,13.7090909090909,0.583333333333333,0.0908333333333333,13.2416666666667,25.1909090909091,7.46458333333333
"TF4.4TC",NA,0.0730769230769231,2.17692307692308,0.0694230769230769,28984.6153846154,0.276384615384615,334.909090909091,4.61461538461538,7.94545454545455,73.3636363636364,4528.42857142857,6073.61538461539,0.17,NA,104.746153846154,0.827692307692308,7866.92307692308,0.321538461538462,NA,7.44545454545455,13.5636363636364,0.771538461538462,0.0961538461538462,8.4,13.2545454545455,10.8815384615385
"TF5.1RC",NA,0.0784615384615385,2.13846153846154,0.069,25684.6153846154,0.259615384615385,339.727272727273,3.53115384615385,7.3,67.1818181818182,NA,6467.15384615385,0.371538461538462,NA,90.2461538461538,0.489,6352.30769230769,0.270769230769231,NA,7.34545454545455,13.7545454545455,0.466923076923077,0.146923076923077,25.4153846153846,21.2090909090909,13.2192307692308
"TF6.5RCUT",NA,0.0476923076923077,7.01538461538462,0.105153846153846,48115.3846153846,0.162615384615385,474.454545454545,2.37153846153846,6.42727272727273,58.1818181818182,NA,5335.07692307692,0.107692307692308,NA,179.338461538462,0.350692307692308,14309.2307692308,0.402307692307692,NA,7.36363636363636,13.2454545454545,0.463076923076923,0.0846153846153846,3.54166666666667,7.54545454545455,9.69461538461539
"E. Coli Duplicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E. Coli FB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
